DBA Name,Street Address,Yelp Name,Price Level,Rating,Review Count,Top Yelp Category,Is Closed,Yelp Address,Zipcode,Supervisor District,Neighborhood,Business Start Date,Business End Date,Location Start Date,Location End Date,Yelp ID
Poets Cafe,100 Larkin St,Poet's Cafe - San Francisco Main Library Cafe,$$,3,8,Cafes,FALSE,100 Larkin St,94102.0,6.0,Tenderloin,4/29/19,,4/29/19,,EPX_VLWZEQow3tdw_WacYA
El Picacho,1601 Mission St,El Picacho,$,4.5,20,Mexican,FALSE,1601 Mission St,94103.0,6.0,Mission,5/22/17,,6/26/17,,PD6UXfEjxZC_jaAS15vMFA
True Laurel,753 Alabama St,True Laurel,$$,4,184,Cocktail Bars,FALSE,753 Alabama St,94110.0,,,9/6/16,,6/26/17,,FWnV4Xuv1UP5-FGrr7aW4Q
Jin Mi Korean Cuisine,366 Golden Gate Ave,Jin Mi Korean Cuisine,$$,4,454,Korean,FALSE,366 Golden Gate Ave,94102.0,,,3/1/15,,6/27/17,,nJziHiIt86OGqKQQFHd9jg
Earth's Coffee,3400 Geary Blvd,Earth's Coffee,$,4,98,Coffee & Tea,FALSE,3400 Geary Blvd,94118.0,,,7/13/15,6/15/17,7/13/15,6/15/17,oCenYSSuCHBZO3VSHq7GSA
Earth's Coffee,3400 Geary Blvd,Earth's Coffee,$,4,98,Coffee & Tea,FALSE,3400 Geary Blvd,94118.0,,,6/1/17,,6/1/17,,oCenYSSuCHBZO3VSHq7GSA
Salt & Straw,586 Hayes St,Salt & Straw,$$,4.5,519,Ice Cream & Frozen Yogurt,FALSE,586 Hayes St,94102.0,5.0,Hayes Valley,11/29/16,,6/30/17,,CB5FsH1m4D0R5wZ0JFmKzw
Gibson Restaurant,111 Mason St,Gibson,$$$,4,164,American (New),FALSE,111 Mason St,94102.0,6.0,Tenderloin,7/1/17,,7/1/17,,#NAME?
The Sandwich Spot,3213 Pierce St,The Sandwich Spot,$$,4,649,Sandwiches,FALSE,3213 Pierce St,94123.0,,,3/1/17,,3/1/17,,Uq0qPR7dxtTYcpqR8G-nog
The Sandwich Spot,3213 Pierce St,The Sandwich Spot,$$,4,649,Sandwiches,FALSE,3213 Pierce St,94123.0,,,5/30/17,,5/30/17,,Uq0qPR7dxtTYcpqR8G-nog
The Sandwich Spot,3213 Pierce St,The Sandwich Spot,$$,4,649,Sandwiches,FALSE,3213 Pierce St,94123.0,,,5/30/17,,5/30/17,,Uq0qPR7dxtTYcpqR8G-nog
The Sandwich Spot,3213 Pierce St,The Sandwich Spot,$$,4,649,Sandwiches,FALSE,3213 Pierce St,94123.0,2.0,Marina,2/1/17,,2/1/17,,Uq0qPR7dxtTYcpqR8G-nog
Sini Sf,322 Kearny St,SINI,$$,4,154,Turkish,FALSE,322 Kearny St,94108.0,,,7/1/17,,9/1/17,,IFixCW55AIdKNuYI9M78KQ
Sini Sf,322 Kearny St,SINI,$$,4,154,Turkish,FALSE,322 Kearny St,94108.0,,,7/1/17,,7/1/17,7/1/17,IFixCW55AIdKNuYI9M78KQ
Outer Orbit,3215 Mission St,Outer Orbit,$$,4.5,76,Arcades,FALSE,3215 Mission St,94110.0,,,8/31/16,,7/7/17,,HY0nszHyRTgGRLX0FI0AqA
Hamburger Mary's Patio Cafe,531 Castro St,Hamburger Mary's,$$,3,280,Burgers,FALSE,531 Castro St,94114.0,8.0,Castro/Upper Market,4/7/89,,11/19/08,,dTjheAFa7ZkYobT03m9k3A
Hamburger Mary's Patio Cafe,531 Castro St,Hamburger Mary's,$$,3,280,Burgers,FALSE,531 Castro St,94114.0,8.0,Castro/Upper Market,8/30/18,,8/30/18,,dTjheAFa7ZkYobT03m9k3A
The Sandwich Spot,3213 Pierce St,The Sandwich Spot,$$,4,649,Sandwiches,FALSE,3213 Pierce St,94123.0,,,3/1/17,,3/1/17,,Uq0qPR7dxtTYcpqR8G-nog
The Sandwich Spot,3213 Pierce St,The Sandwich Spot,$$,4,649,Sandwiches,FALSE,3213 Pierce St,94123.0,,,5/30/17,,5/30/17,,Uq0qPR7dxtTYcpqR8G-nog
The Sandwich Spot,3213 Pierce St,The Sandwich Spot,$$,4,649,Sandwiches,FALSE,3213 Pierce St,94123.0,,,5/30/17,,5/30/17,,Uq0qPR7dxtTYcpqR8G-nog
The Sandwich Spot,3213 Pierce St,The Sandwich Spot,$$,4,649,Sandwiches,FALSE,3213 Pierce St,94123.0,2.0,Marina,2/1/17,,2/1/17,,Uq0qPR7dxtTYcpqR8G-nog
Cafe Josephine,199 Museum Way,Cafe Josephine,No record in Yelp,5,12,Coffee & Tea,FALSE,199 Museum Way,94114.0,8.0,Castro/Upper Market,7/11/17,,7/11/17,,uJQxl8-pdjReMf7zd-wr5w
Wafl,135 4th St,Wafl,$,3.5,73,Desserts,TRUE,135 4th St,94103.0,6.0,Financial District/South Beach,7/14/17,,7/14/17,,K6pidTkDu2wwzIx78HnQGw
Tawara,2193 Mission St,Tawara Sake Dining,$$$,4.5,33,Izakaya,TRUE,2193 Mission St,94110.0,,,7/14/17,10/18/19,7/14/17,12/24/18,n_7a5dGbVPowmUrav9PVUA
Fleur De Sel,308 Kearny St,Fleur De Sel,$$,4,272,Delis,FALSE,308 Kearny St,94108.0,,,7/17/17,,7/17/17,,#NAME?
Szechuan Cuisine,1920 Irving St,Szechuan Cuisine,$$,4,335,Szechuan,FALSE,1920 Irving St,94122.0,4.0,Sunset/Parkside,12/2/14,,7/1/17,,FEYkROTrZpjWo3VmGTC3dQ
Poets Cafe,100 Larkin St,Poet's Cafe - San Francisco Main Library Cafe,$$,3,8,Cafes,FALSE,100 Larkin St,94102.0,,,3/1/16,3/1/16,3/1/16,3/1/16,EPX_VLWZEQow3tdw_WacYA
Poets Cafe,100 Larkin St,Poet's Cafe - San Francisco Main Library Cafe,$$,3,8,Cafes,FALSE,100 Larkin St,94102.0,,,6/6/16,6/6/16,6/6/16,6/6/16,EPX_VLWZEQow3tdw_WacYA
Poets Cafe,100 Larkin St,Poet's Cafe - San Francisco Main Library Cafe,$$,3,8,Cafes,FALSE,100 Larkin St,94102.0,,,10/1/16,10/1/16,10/1/16,10/1/16,EPX_VLWZEQow3tdw_WacYA
Poets Cafe,100 Larkin St,Poet's Cafe - San Francisco Main Library Cafe,$$,3,8,Cafes,FALSE,100 Larkin St,94102.0,,,6/8/16,6/30/18,7/17/17,6/30/18,EPX_VLWZEQow3tdw_WacYA
Poets Cafe,100 Larkin St,Poet's Cafe - San Francisco Main Library Cafe,$$,3,8,Cafes,FALSE,100 Larkin St,94102.0,,,10/28/16,6/30/19,10/28/16,6/30/19,EPX_VLWZEQow3tdw_WacYA
Poets Cafe,100 Larkin St,Poet's Cafe - San Francisco Main Library Cafe,$$,3,8,Cafes,FALSE,100 Larkin St,94102.0,6.0,Tenderloin,4/29/19,,4/29/19,,EPX_VLWZEQow3tdw_WacYA
Bizza,1463 Haight St,Bizza,$$,4,181,Pizza,FALSE,1463 Haight St,94117.0,,,6/13/17,,7/21/17,,#NAME?
Kaiju Cooks,1650 Balboa St,Kaiju Cooks,$$,4.5,93,Tapas/Small Plates,FALSE,1650 Balboa St,94121.0,1.0,Outer Richmond,7/20/17,,7/20/17,,cezgelm2Ah0-QZdcJCxfug
Doma Sushi Bar,433 Precita Ave,Doma,$$$$,4.5,101,Japanese,FALSE,433 Precita Ave,94110.0,9.0,Bernal Heights,7/24/17,,7/24/17,,8oVK6iM82dBTFLb10LYkBg
Hai Ky Noodles,707 Ellis St,Hai Ky Noodles,$$,4.5,938,Chinese,FALSE,707 Ellis St,94109.0,6.0,Tenderloin,1/1/98,,4/1/17,,wCf2GGyEOkaSFE0xCYpgOA
Barrel Proof,2331 Mission St,Barrel Proof,$$,4,76,Pizza,FALSE,2331 Mission St,94110.0,9.0,Mission,5/1/17,,7/25/17,,B-yUH6Bc1hxy8teT4wa73A
Wok Shop Cafe,1307 Sutter St,Wok Shop Cafe,$,4,594,Chinese,FALSE,1307 Sutter St,94109.0,2.0,Western Addition,1/1/97,7/31/17,1/1/97,7/31/17,KIK0Frk34Bi99FbNxQNMmQ
Wok Shop Cafe,1307 Sutter St,Wok Shop Cafe,$,4,594,Chinese,FALSE,1307 Sutter St,94109.0,,,7/27/17,,7/27/17,,KIK0Frk34Bi99FbNxQNMmQ
Sini,322 Kearny St,SINI,$$,4,154,Turkish,FALSE,322 Kearny St,94108.0,,,7/1/17,,7/1/17,,IFixCW55AIdKNuYI9M78KQ
Ippudo,18 Yerba Buena Ln,Ippudo San Francisco,$$,3.5,928,Ramen,FALSE,18 Yerba Buena Ln,94103.0,6.0,Financial District/South Beach,8/3/17,,8/3/17,,aP8bXfX6FzBnhZhQMmC08g
Dosa Allee,1020 Market St,Dosa Allee,$$,3.5,119,Indian,FALSE,1020 Market St,94102.0,,,8/7/17,,8/7/17,,CUZxbgvtjjAueUEklSmzbA
Toasty,2760 Octavia St,Toasty,$$,4,159,Breakfast & Brunch,FALSE,2760 Octavia St,94123.0,,,6/19/17,,8/8/17,,cJ1MwwYKBlEWmZIim49r0Q
Toasty,2760 Octavia St,Toasty,$$,4,159,Breakfast & Brunch,FALSE,2760 Octavia St,94123.0,,,6/5/10,,5/20/11,,cJ1MwwYKBlEWmZIim49r0Q
Dispensa,39 Taylor St,Dispensa Italian Charcoal Kitchen,$$$,4.5,86,Italian,FALSE,39 Taylor St,94102.0,,,12/28/15,,8/8/17,,ub6z_k_Z-ix5pDvVRV1yOQ
Frujuice,865 Market St,frujuice,$,3,9,Fruits & Veggies,FALSE,865 Market St,94103.0,,,8/1/17,,8/1/17,,NSK05vyMUZ-RVz5cCCzzqQ
Mission Street Sports Bar,2565 Mission St,Mission Street Sports Bar,$,3.5,30,Sports Bars,TRUE,2565 Mission St,94110.0,,,7/12/12,,8/1/17,,sUNE3HRPkTl-GOWEz04N-A
Mission Sports Bar,2565 Mission St,Mission Street Sports Bar,$,3.5,30,Sports Bars,TRUE,2565 Mission St,94110.0,,,7/12/12,,8/1/17,,sUNE3HRPkTl-GOWEz04N-A
Sakesan,1400 Ocean Ave,Sakesan Sushi & Robata,$$,4,285,Japanese,FALSE,1400 Ocean Ave,94112.0,,,8/14/17,,8/14/17,,_GpFQcVns2ro364TBu7-VA
Che Fico,838 Divisadero St,Che Fico,$$$,3.5,472,Italian,FALSE,838 Divisadero St,94117.0,,,8/1/17,,8/15/17,,rbOIWC-Wx5qIHgFebtAQqA
Tinker Kitchen,3233 22nd St,Tinker Kitchen,No record in Yelp,5,16,Cooking Classes,FALSE,3233 22nd St,94110.0,9.0,Mission,8/15/17,,8/15/17,,9wbeb9qBV_jhBYhHiWfGNw
Theorita,834 Divisadero St,Theorita,No record in Yelp,4,94,Bakeries,TRUE,834 Divisadero St,94117.0,,,8/15/17,,8/15/17,2/8/19,jP2c2YV-9fshGmNQlzsbyg
Himalayan Pizza & Momo,288 Golden Gate Ave,Himalayan Pizza and Momo,$$,4,138,Pizza,FALSE,288 Golden Gate Ave,94102.0,,,8/15/17,,8/15/17,,JHw51TRZcp9cnly3imBRDQ
Wooden Spoon,2172 Market St,Wooden Spoon,$$,4.5,339,Breakfast & Brunch,FALSE,2172 Market St,94114.0,8.0,Castro/Upper Market,8/16/17,,8/16/17,,UYNswbdsQ5OvwnyY9esxCw
Mi Comedor,2948 Folsom St,Mi Comedor,No record in Yelp,4.5,5,Tacos,FALSE,2948 Folsom St,94110.0,,,8/1/17,,8/1/17,,#NAME?
Navin Thai Restaurant,1059 Powell St,Navin Thai Restaurant,$,4,187,Thai,FALSE,1059 Powell St,94108.0,,,8/18/17,,8/18/17,,3ZOIUi6zNTMfJlz8Gu3asQ
The Place,2547 Noriega St,The Place Hot Pot & Grill,$$,4,39,Hot Pot,TRUE,2547 Noriega St,94122.0,4.0,Sunset/Parkside,8/21/17,,8/21/17,,QDA1h02aPxww_17qBeGmJw
Boug Creole Deli,4100 3rd St,BOUG Creole Deli,No record in Yelp,5,3,Cajun/Creole,FALSE,4100 3rd St,94124.0,,,8/14/17,,8/21/17,2/1/18,L5czP51Psaj_KkTQw1kSjg
Stonemill Matcha,561 Valencia St,Stonemill Matcha,$$,4,794,Cafes,FALSE,561 Valencia St,94110.0,,,8/22/17,,8/22/17,,LV9GJW3NCHgMRbnWo_5xgw
Foxsister,3161 24th St,Foxsister,$$,3.5,236,Asian Fusion,TRUE,3161 24th St,94110.0,,,2/28/17,,2/28/17,,CBSebS5EkPROebb3jG1gFw
The Melt,925 Market St,The Melt,$$,3.5,206,Burgers,FALSE,925 Market St,94103.0,6.0,South of Market,4/12/11,,8/23/17,,PaDFuHlHrFRd0g2ki2DevA
Howells,2373 Chestnut St,Howells,No record in Yelp,4.5,40,Wine Bars,FALSE,2373 Chestnut St,94123.0,,,8/24/17,,8/24/17,,td3XasuRvxiID23KyFzkWA
Brickhouse,426 Brannan St,Brickhouse Cafe,$$,3.5,1162,American (Traditional),FALSE,426 Brannan St,94107.0,,,7/27/17,,8/24/17,,HCTOtXfbGDTcYsnE_gl35Q
Anh Hong Express,808 Geary St,Anh Hong Bo 7 Mon,$$,4,564,Vietnamese,FALSE,808 Geary St,94109.0,6.0,Tenderloin,5/1/87,,8/24/17,12/31/17,eqEtIMxDWZRz7fZl2VwdDQ
Palio Cafe,500 Parnassus Ave,Palio Caffe - UCSF,$,3,60,Delis,FALSE,500 Parnassus Ave,94123.0,,,11/1/04,,8/28/17,,CFzCcOdtg7KNAHfp1DRe7Q
Icicles,829 Mission St,ICICLES,$$,4.5,222,Desserts,FALSE,829 Mission St,94103.0,6.0,South of Market,8/29/17,,8/29/17,,4343kWyTtxuPkreJ7v2ERw
Cafe Reveille,201 Steiner St,Cafe Réveille,$$,4,104,Breakfast & Brunch,FALSE,201 Steiner St,94117.0,,,6/27/17,,8/29/17,,l7x9dM4TVVNMsiUgsdNklw
Odumak,733 Taraval St,Odumak,$$,4,104,Chicken Wings,FALSE,733 Taraval St,94116.0,,,8/30/17,,8/30/17,,tQBPUcdlsyzVa2NCtZAcJw
Stonestown Farmers Market,3251 20th Ave,Stonestown Farmers' Market,$,4.5,169,Farmers Market,FALSE,3251 20th Ave,94132.0,,,8/31/17,,8/31/17,4/19/18,VYSsWzzOVavuJ_EZc7-EXA
Clement Street Farmers Market,200 Clement St,Clement Street Farmers Market,$$,4.5,66,Farmers Market,FALSE,200 Clement St,94118.0,,,8/31/17,,8/31/17,3/16/18,FREWH9OFCyPc7mbwz1iLzQ
Tilak Indian Cuisine,3501 Mission St,Tilak,$$,4.5,239,Indian,FALSE,3501 Mission St,94110.0,,,9/1/17,,9/1/17,,hSf4dN8617Czf1T2VrJHgQ
Steap Tea Bar,827 Sacramento St,Steap Tea Bar,$,4.5,401,Coffee & Tea,FALSE,827 Sacramento St,94109.0,,,11/10/16,,11/10/16,,zfs3gpYPbMBLseqaAsQN-A
Steap Tea Bar,827 Sacramento St,Steap Tea Bar,$,4.5,401,Coffee & Tea,FALSE,827 Sacramento St,94108.0,,,1/27/17,,1/27/17,,zfs3gpYPbMBLseqaAsQN-A
Anton's Pizza,1196 Folsom St,Anton's Pizza and Deli,$,3.5,24,Pizza,FALSE,1196 Folsom St,94103.0,,,9/5/17,,9/5/17,,hrof-6ketTqVso0GjFBIXg
My Cup Of Tea,2666 Ocean Ave,My Cup of Tea,$,4,144,Bubble Tea,FALSE,2666 Ocean Ave,94132.0,,,9/5/17,,9/5/17,,kXt-6oFKY6hdv3z99soZyA
Ts,4754 Mission St,TS Cafe,$,4.5,49,Desserts,FALSE,4754 Mission St,94112.0,11.0,Outer Mission,6/1/14,,9/7/17,9/29/17,blu-Lki84ufB-azvwiSaVA
Toasty,2760 Octavia St,Toasty,$$,4,159,Breakfast & Brunch,FALSE,2760 Octavia St,94123.0,,,6/19/17,,8/8/17,,cJ1MwwYKBlEWmZIim49r0Q
Toasty,2760 Octavia St,Toasty,$$,4,159,Breakfast & Brunch,FALSE,2760 Octavia St,94123.0,,,6/5/10,,5/20/11,,cJ1MwwYKBlEWmZIim49r0Q
The Sini,322 Kearny St,SINI,$$,4,154,Turkish,FALSE,322 Kearny St,94108.0,,,7/1/17,,9/1/17,,IFixCW55AIdKNuYI9M78KQ
Sini San Francisco,322 Kearny St,SINI,$$,4,154,Turkish,FALSE,322 Kearny St,94108.0,,,7/1/17,,9/1/17,,IFixCW55AIdKNuYI9M78KQ
Junior,2545 24th St,Junior,$$,4.5,54,Cocktail Bars,FALSE,2545 24th St,94110.0,10.0,Mission,11/17/16,,9/11/17,,OXVTo0BYz5KgOFnfjhbSRQ
Just Eat It,223 Guerrero St,Just Eat It!,No record in Yelp,5,4,Caterers,FALSE,223 Guerrero St,94103.0,8.0,Mission,9/27/11,9/11/17,9/27/11,9/11/17,4l73obMk06XqJuDmxrjlUQ
Just Eat It,223 Guerrero St,Just Eat It!,No record in Yelp,5,4,Caterers,FALSE,223 Guerrero St,94103.0,,,9/12/17,,9/12/17,,4l73obMk06XqJuDmxrjlUQ
Ushio Ramen,3128 16th St,Ushio Ramen,$$,4,230,Ramen,FALSE,3128 16th St,94103.0,,,2/24/16,,9/13/17,,vka9K72EQhmw2H3MFhPrHg
Kantine,1906 Market St,Kantine,$$,4,161,Scandinavian,FALSE,1906 Market St,94102.0,,,9/20/17,,9/20/17,,fIkLJ_xpZo8py8SYTXYkPQ
Milkbean,881 Post St,Milkbean,$,4.5,253,Cafes,FALSE,881 Post St,94109.0,,,6/22/16,5/14/17,9/12/16,5/14/17,5o24fe7v2Z0dgt3TCkZ1ww
Milkbean,881 Post St,Milkbean,$,4.5,253,Cafes,FALSE,881 Post St,94109.0,,,5/15/17,10/13/17,5/15/17,10/13/17,5o24fe7v2Z0dgt3TCkZ1ww
Milkbean,881 Post St,Milkbean,$,4.5,253,Cafes,FALSE,881 Post St,94109.0,,,5/15/17,,5/15/17,,5o24fe7v2Z0dgt3TCkZ1ww
Haight & Cole Liquor,1699 Haight St,Haight & Cole Liquors,$,4.5,13,"Beer, Wine & Spirits",FALSE,1699 Haight St,94117.0,,,9/21/17,,9/21/17,,zAX8hd4IUt6T2DHb08YAtA
Jijime,5524 Geary Blvd,JIJIME,$$,4.5,286,Korean,FALSE,5524 Geary Blvd,94121.0,,,9/21/17,,9/21/17,,2E9O-p-lp587aOMnpLepkQ
Thanh Thanh Cafe,2205 Clement St,Thanh Thanh Cafe,$,3.5,166,Vietnamese,FALSE,2205 Clement St,94121.0,,,9/21/17,,9/21/17,,vfYfuqFDRKU4TqChasaHFA
I'a Poke,1515 Fillmore St,I'a Poke,$$,4,84,Poke,FALSE,1515 Fillmore St,94115.0,,,3/3/16,,9/1/17,,5hMvpYsCjjirZf_4kt8GyQ
Smoky Man,1310 Noriega St,Smoky Man,$$,3.5,42,Barbeque,TRUE,1310 Noriega St,94122.0,,,7/26/17,,9/26/17,,GVcAVWWGwuVDrCXBBgVJKg
Wasabi Bistro,524 Castro St,Wasabi Bistro,$$,4,453,Sushi Bars,FALSE,524 Castro St,94114.0,8.0,Castro/Upper Market,9/26/17,,9/26/17,,bm7sU0_SNY0k2ZX65YqTsA
Metro Hong Kong Dessert,928 Stockton St,Metro Hong Kong Dessert,No record in Yelp,3,42,Desserts,FALSE,928 Stockton St,94108.0,,,9/29/17,,9/29/17,,O-LIyFcHvd1t57WGErSzzQ
Ts Cafe,4754 Mission St,TS Cafe,$,4.5,49,Desserts,FALSE,4754 Mission St,94112.0,11.0,Outer Mission,6/1/14,,9/29/17,,blu-Lki84ufB-azvwiSaVA
Double Shot Coffee,4587 Mission St,Double Shot Coffee,$,4,62,Coffee & Tea,FALSE,4587 Mission St,94112.0,11.0,Excelsior,8/1/11,,10/2/17,,jM9XHX03w300rvDKAzE1sQ
Cibi Cotti,2670 Harrison St,Cibi Cotti,No record in Yelp,5,1,Italian,TRUE,2670 Harrison St,94110.0,9.0,Mission,10/26/16,,10/2/17,5/3/18,a0GlQaZokKpIu-JWrtvk5A
Native Burger,3420 Geary Blvd,Native Burger,$$,4.5,239,Burgers,FALSE,3420 Geary Blvd,94118.0,,,10/4/17,,10/4/17,,AonBwLuprSoZ1dx9iYaDBw
Flor De Cafe,1020 Valencia St,Flor De Cafe,$$,4.5,91,Cafes,FALSE,1020 Valencia St,94110.0,8.0,Mission,10/10/17,,10/10/17,,gVZJ-trD_81kvoxmGYj8hA
Greaser Coffee,1730 Yosemite Ave,Greaser Coffee,No record in Yelp,4.5,6,Coffee & Tea,TRUE,1730 Yosemite Ave,94124.0,10.0,Bayview Hunters Point,10/11/17,,10/11/17,,kebfi2eP3Vm78XFZylKcvQ
The Soap Box,1800 Hyde St,The Soapbox Cafe,$,4.5,163,Vietnamese,FALSE,1800 Hyde St,94109.0,,,5/11/15,,10/12/17,,1pwKcUXo27a-d-EClQY04Q
Butter Love Bakeshop,3717 Balboa St,Butter Love Bakeshop,$$,4.5,154,Desserts,FALSE,3717 Balboa St,94121.0,,,11/9/10,10/18/17,1/7/16,10/18/17,d2pGXHPCt4bp2inO6CPBCA
Butter Love Bakeshop,3717 Balboa St,Butter Love Bakeshop,$$,4.5,154,Desserts,FALSE,3717 Balboa St,94121.0,,,10/10/17,,10/10/17,,d2pGXHPCt4bp2inO6CPBCA
Breaking Bread,4 Embarcadero Ctr,Breaking Bread,$,3.5,491,Sandwiches,FALSE,4 Embarcadero Ctr,94111.0,,,5/23/16,,10/15/17,,lyry95Ko-7mTprN2VCasKA
El Aji Peruvian Restaurant,3015 Mission St,El Ají,$$,4,58,Peruvian,FALSE,3015 Mission St,94110.0,,,3/31/15,6/30/17,3/31/15,6/30/17,RB1sjHEaT3Hbn2Fohhx-Hw
El Aji Peruvian Restaurant,3015 Mission St,El Ají,$$,4,58,Peruvian,FALSE,3015 Mission St,94110.0,,,7/3/17,,7/3/17,,RB1sjHEaT3Hbn2Fohhx-Hw
Dong Bei Mama,4737 Geary Blvd,Dong Bei Mama,$$,4,387,Szechuan,FALSE,4737 Geary Blvd,94118.0,1.0,Inner Richmond,1/15/14,9/30/17,9/12/17,9/30/17,8p0z-4uwxkWLRGv89IRyOg
Dong Bei Mama,4737 Geary Blvd,Dong Bei Mama,$$,4,387,Szechuan,FALSE,4737 Geary Blvd,94118.0,1.0,Inner Richmond,10/1/17,,10/1/17,,8p0z-4uwxkWLRGv89IRyOg
Equator Coffees,986 Market St,Equator Coffees,$$,4,155,Coffee & Tea,FALSE,986 Market St,94102.0,,,8/1/17,,8/1/17,,2XsnYnLe_b9-KOx8GCEJAQ
Taqueria Gonzalez,2531 San Bruno Ave,Taqueria Gonzalez,$$,4,39,Mexican,FALSE,2531 San Bruno Ave,94134.0,,,7/11/17,,10/1/17,,GhzBKgG7dtYD68vWczsETA
Equator Coffees,222 2nd St,Equator Coffees,$$,4.5,98,Coffee & Tea,FALSE,222 2nd St,94105.0,6.0,Financial District/South Beach,8/1/17,,8/1/17,,5rvyNzIminCO4u-hyozv_w
Equator Coffees,2 Marina Blvd,Equator Coffees,$$,4.5,74,Coffee & Tea,FALSE,2 Marina Blvd,94123.0,2.0,Marina,8/1/17,,8/1/17,,#NAME?
Pearl,6101 California St,Pearl 6101,$$,4.5,219,Cafes,FALSE,6101 California St,94121.0,,,10/20/17,,10/20/17,7/12/18,sfqkkqFmmYGOT0PCbbD9ZQ
Mayah's Restaurant Cafe,550 15th St,Mayah's Restaurant Cafe,$,4.5,26,Cafes,FALSE,550 15th St,94103.0,,,11/17/14,,10/23/17,,RgWbNEwK3RoOtq6X2xAiRA
El Capitan Taqueria & Grill,1198 Folsom St,El Capitan Taqueria,$,3,141,Mexican,FALSE,1198 Folsom St,94103.0,,,10/24/17,,10/24/17,,lwXYgmjVEaQslOeqKPurag
Goemon,1524 Irving St,Goemon's,$$,4.5,183,Japanese,FALSE,1524 Irving St,94122.0,,,10/20/17,,10/20/17,,9t3DWuROXOrvioDxG9R59A
Ocean Thai,2545 Ocean Ave,Ocean Thai,$$,4,120,Thai,FALSE,2545 Ocean Ave,94116.0,,,10/25/17,,10/25/17,,OC_Z6gunpUXuak8ruZsjVg
International Smoke,301 Mission St,International Smoke San Francisco,$$$,3.5,1183,American (New),FALSE,301 Mission St,94105.0,6.0,Financial District/South Beach,2/1/09,,10/1/17,,8bJr4G9QtbJ_tmEbVX6X4A
International Smoke,301 Mission St,International Smoke San Francisco,$$$,3.5,1183,American (New),FALSE,301 Mission St,94105.0,6.0,Financial District/South Beach,10/5/06,,7/6/11,,8bJr4G9QtbJ_tmEbVX6X4A
Papito,317 Connecticut St,Papito Potrero Hill,$$,4,683,Mexican,FALSE,317 Connecticut St,94107.0,10.0,Potrero Hill,8/1/10,11/1/17,8/1/10,11/1/17,aaDHYyIJGa5EFrFT2WAf7Q
Papito,317 Connecticut St,Papito Potrero Hill,$$,4,683,Mexican,FALSE,317 Connecticut St,94107.0,10.0,Potrero Hill,9/22/14,,10/25/17,,aaDHYyIJGa5EFrFT2WAf7Q
Home Plate,2150 Lombard St,Home Plate,$$,4,1123,Breakfast & Brunch,FALSE,2150 Lombard St,94123.0,2.0,Marina,10/26/17,,10/26/17,,kesgk8dCRyg3qRDYpuAKGg
Cilantro Sf Taqueria,2257 Mason St,Cilantro SF Taqueria,$,4,148,Mexican,FALSE,2257 Mason St,94133.0,3.0,North Beach,10/27/17,,10/27/17,,8I6p4tBy8eiw7PzRD-cd8g
Nook,1500 Hyde St,Nook,$$,4,702,Coffee & Tea,FALSE,1500 Hyde St,94109.0,3.0,Russian Hill,3/20/08,10/31/17,3/20/08,10/31/17,Y-9BkxtSP_X1PzzWMSgcKQ
Nook,1500 Hyde St,Nook,$$,4,702,Coffee & Tea,FALSE,1500 Hyde St,94109.0,,,10/30/17,,10/30/17,,Y-9BkxtSP_X1PzzWMSgcKQ
Seokyo,1740 Church St,Seokyo,$$,4,78,Korean,TRUE,1740 Church St,94131.0,,,11/1/17,,11/1/17,9/5/19,ixkFUpZlkz2Ne_hLbMx_VA
Hina Yakitori,808 Divisadero St,Hina Yakitori,$$$$,4,27,Japanese,FALSE,808 Divisadero St,94117.0,5.0,Western Addition,11/1/17,,11/1/17,,jefsqzA1dIlsszG9Y6xwMQ
Native Twins Coffee,262 Divisadero St,Native Twins Coffee,$$,5,74,Coffee & Tea,FALSE,262 Divisadero St,94117.0,,,11/3/17,,11/3/17,,OZp55t0eesDBONb5_GdIDA
U Dessert Story,3489 16th St,U :Dessert Story,$$,4.5,1276,Desserts,FALSE,3489 16th St,94114.0,8.0,Castro/Upper Market,10/14/17,,10/14/17,,aVskw5NKrs7ibAQ54E_bZw
Pollo Campero,2740 Mission St,Pollo Campero,$$,3,253,Latin American,FALSE,2740 Mission St,94110.0,,,8/1/12,10/29/17,8/1/12,10/29/17,y898c085IH4isLVsnwQ4IA
Pollo Campero,2740 Mission St,Pollo Campero,$$,3,253,Latin American,FALSE,2740 Mission St,94100.0,,,10/30/17,,10/30/17,,y898c085IH4isLVsnwQ4IA
Papi Rico,544 Castro St,Papi Rico,$$,3.5,105,Mexican,TRUE,544 Castro St,94114.0,,,11/1/17,,11/1/17,,0zlJ8Zz9CHbSPRZfdxIR6A
Hodala Restaurant,5801 Geary Blvd,HoDaLa,$$,4,467,Taiwanese,FALSE,5801 Geary Blvd,94121.0,,,11/13/17,,11/13/17,,a-Lf60V3BDdS27la95VQWA
The Board,1077 Mission St,The Board,$$,4,46,American (New),TRUE,1077 Mission St,94103.0,,,9/2/11,,11/14/17,,FYfiQwu5LWGUt8gwzI_GOA
International Smoke,301 Mission St,International Smoke San Francisco,$$$,3.5,1183,American (New),FALSE,301 Mission St,94105.0,6.0,Financial District/South Beach,2/1/09,,10/1/17,,8bJr4G9QtbJ_tmEbVX6X4A
