DBA Name,Street Address,Yelp Name,Price Level,Rating,Review Count,Top Yelp Category,Is Closed,Yelp Address,Zipcode,Neighborhood
Cafe St. Jorge,3438 Mission St,Cafe St. Jorge,$$,4.5,443,Coffee & Tea,FALSE,3438 Mission St,94110,Bernal Heights
Bite Room,728 Post St,Bite Room,$,4.5,44,Delis,TRUE,728 Post St,94109,
Sue's Kitchen,303 2nd St,Sue's Kitchen,$$,4.5,125,Sushi Bars,TRUE,303 2nd St,94105,
Tawla,206 Valencia St,Tawla,$$$,3.5,325,Mediterranean,TRUE,206 Valencia St,94103,Mission
Milkbomb Ice Cream,1717 17th St,Milkbomb Ice Cream,$,4.5,613,Ice Cream & Frozen Yogurt,FALSE,1717 17th St,94107,
Back East Sandwich Shop,1028 Market St,Back East Sandwich Shop,$$,5,5,Sandwiches,TRUE,1028 Market St,94102,
Clement Street Bar & Grill,708 Clement St,Heritage Restaurant & Bar,$$,4,192,American (New),FALSE,708 Clement St,94118,
Abc Falafel,1235 Van Ness Ave,ABC Falafel,$,4,41,Falafel,TRUE,1235 Van Ness Ave,94109,Western Addition
The Korean Kitchen,1220 9th Ave,The Korean Kitchen,$$,4,217,Korean,TRUE,1220 9th Ave,94122,
Nena's Restaurant,3459 Mission St,Nena's Restaurant,$,4,48,Mexican,FALSE,3459 Mission St,94110,Bernal Heights
Luv A Java,1300 Dolores St,Luv A Java - Closed,$,4,133,Coffee & Tea,TRUE,1300 Dolores St,94110,
Gas Lamp,1599 Howard St,Gaslamp Cafe,$$,3.5,224,Cafes,TRUE,1599 Howard St,94103,Mission
Fang Yuan Kitchen,31 Cambon Dr,Fang Yuan Kitchen,$$,2.5,55,Chinese,FALSE,31 Cambon Dr,94132,
Sf Hole In The Wall Pizza,1825 Irving St,SF Hole in the Wall Pizza,No record in Yelp,3.5,134,Pizza,FALSE,1825 Irving St,94122,
Old Siam Thai Restaurant,201 Ellis St,The Old Siam Thai Restaurant,$$,3.5,618,Thai,FALSE,201 Ellis St,94102,
Wow Thai Bistro,701 Randolph St,Wow Thai Kitchen,$$,3.5,68,Thai,FALSE,701 Randolph St,94132,
Kebab King,1109 Fillmore St,Kebab King,$,4,175,Pakistani,TRUE,1109 Fillmore St,94115,
Naan-N-Curry,4238 18th St,Naan N Curry,$$,3.5,93,Pakistani,TRUE,4238 18th St,94114,Castro/Upper Market
Naan N Curry,4238 18th St,Naan N Curry,$$,3.5,93,Pakistani,TRUE,4238 18th St,94114,
Nokturnal,708 Polk St,NOKTURNAL,$$,4.5,11,Bars,TRUE,708 Polk St,94109,Tenderloin
Gallardo's Mexican Restaurant,3248 18th St,Gallardos Mexican Restaurant,$$,4,451,Mexican,FALSE,3248 18th St,94110,
The Meatball Bar,602 Hayes St,The Meatball Bar,$$,4,116,Italian,TRUE,602 Hayes St,94104,Hayes Valley
Dabba,2240 Chestnut St,Dabba,No record in Yelp,4.5,89,Wraps,TRUE,2240 Chestnut St,94123,
T Cup Cafe,3516 Balboa St,T Cup Cafe,$$,4,44,Coffee & Tea,TRUE,3516 Balboa St,94121,
The Cake House,5169 Mission St,The Cake House,$$,4.5,19,Custom Cakes,TRUE,5169 Mission St,94112,Excelsior
Dragon Creation Desserts,5217 Geary Blvd,Sweet Mango Dessert Cafe,No record in Yelp,4,77,Desserts,FALSE,5217 Geary Blvd,94118,Outer Richmond
War Memorial Opera House,301 Van Ness Ave,War Memorial Opera House,No record in Yelp,4,179,Performing Arts,FALSE,301 Van Ness Ave,94102,
Nahua Pizza,2351 Mission St,Nahua Pizza,No record in Yelp,5,9,Caterers,FALSE,2351 Mission St,94110,Mission
The Shota,115 Sansome St,The Shota,$$$$,5,143,Japanese,FALSE,115 Sansome St,94104,
El Arepazo Sf,2169 Mission St,El Arepazo SF,No record in Yelp,5,13,Colombian,TRUE,2169 Mission St,94110,Mission
Vegan-N-Kabob,1109 Fillmore St,Vegan-n-Kabob,No record in Yelp,4.5,46,Vegan,TRUE,1109 Fillmore St,94115,Western Addition
Tartine All Day,1226 9th Ave,Tartine Inner Sunset,$$,3.5,114,Cafes,FALSE,1226 9th Ave,94122,Inner Sunset
Frisco Creamery,835 Geary St,Frisco Creamery,No record in Yelp,4,14,Ice Cream & Frozen Yogurt,TRUE,835 Geary St,94109,Tenderloin
Paper Rooster,670 Larkin St,Paper Rooster,No record in Yelp,5,44,Sandwiches,TRUE,670 Larkin St,94109,
El Rinconcito Catracho 2,2976 Mission St,El Rinconcito Catracho 2,No record in Yelp,4,2,Honduran,FALSE,2976 Mission St,94110,
Kazuo Kitchen,4036 Balboa St,Kazuo's Kitchen,No record in Yelp,4.5,20,Ramen,TRUE,4036 Balboa St,94121,
Hahdough,1080 Howard St,Hahdough,$$,5,30,Donuts,FALSE,1080 Howard St,94103,
Kinara,607 Geary St,Kinara Fusion Kitchen,$$,4.5,173,Pizza,FALSE,607 Geary St,94102,Tenderloin
Mission Burger,2859 Mission St,Mission Burger,No record in Yelp,5,2,Burgers,TRUE,2859 Mission St,94110,Mission
Bambu,6050 Geary Blvd,BAMBU,$,4,556,Coffee & Tea,FALSE,6050 Geary Blvd,94121,
Vintage Cafe,2120 Greenwich St,U :Dessert Story Vintage Brunch+Dessert,$$,4,196,Asian Fusion,FALSE,2120 Greenwich St,94123,Marina
Grand Coffee,2663 Mission St,Grand Coffee,$,4.5,185,Coffee & Tea,FALSE,2663 Mission St,94110,Mission
Bar Agricole,355 11th St,Bar Agricole,$$$,3.5,1069,Bars,FALSE,355 11th St,94103,
Hell's Ramen,2193 Mission St,Hell's Ramen,$$,4,63,Ramen,TRUE,2193 Mission St,94110,
Caffe Trieste,601 Vallejo St,Caffe Trieste,$,4,681,Cafes,FALSE,601 Vallejo St,94133,North Beach
Italian American Social Club,25 Russia Ave,Italian-American Social Club of San Francisco,$$,4.5,39,Venues & Event Spaces,FALSE,25 Russia Ave,94112,Excelsior
Sam Jordans Bar,4004 3rd St,Sam Jordan's Bar and Grill,$$,4,45,Barbeque,TRUE,4004 3rd St,94124,Bayview Hunters Point
Liguria Bakery,1700 Stockton St,Liguria Bakery,$,4.5,711,Bakeries,FALSE,1700 Stockton St,94133,North Beach
Mitchells Ice Cream Inc,688 San Jose Ave,Mitchell's Ice Cream,$,4.5,3916,Ice Cream & Frozen Yogurt,FALSE,688 San Jose Ave,94110,Noe Valley
Pasquales Pizzeria #2,2640 Sloat Blvd,Pasquale's Pizza,$$,3.5,128,Pizza,FALSE,2640 Sloat Blvd,94116,Sunset/Parkside
Pasquales Pizzeria,700 Irving St,Pasquale's Pizza,$$,3.5,965,Italian,FALSE,700 Irving St,94122,Inner Sunset
Vesuvio Cafe,255 Columbus Ave,Vesuvio Cafe,$$,4,854,Lounges,FALSE,255 Columbus Ave,94133,Chinatown
Victoria Pastry Co,700 Filbert St,Victoria Pastry,$$,4,504,Bakeries,FALSE,700 Filbert St,94133,North Beach
Gold Mirror Italian Restaurant,800 Taraval St,Gold Mirror Italian Restaurant,$$,3.5,359,Italian,FALSE,800 Taraval St,94116,West of Twin Peaks
Pete's Deli,1661 Divisadero St,Pete's Deli & Cafe,$,4,167,Delis,FALSE,1661 Divisadero St,94115,
Louis Restaurant,902 Point Lobos Ave,Louis',$$,3.5,603,Diners,FALSE,902 Point Lobos Ave,94121,Outer Richmond
Kentucky Fried Chicken,691 Eddy St,KFC,$,2.5,75,Fast Food,FALSE,691 Eddy St,94109,Tenderloin
Kentucky Fried Chicken,4150 Geary Blvd,KFC,$,2.5,80,Fast Food,FALSE,4150 Geary Blvd,94118,Inner Richmond
Orrick,405 Howard St,Orrick Cafe,$$,3,2,Cafes,FALSE,405 Howard St,94105,
Toad Hall,4146 18th St,Toad Hall Bar,$,3.5,283,Gay Bars,FALSE,4146 18th St,94114,
San Francisco Toad Hall,4146 18th St,Toad Hall Bar,$,3.5,283,Gay Bars,FALSE,4146 18th St,94114,
Oscar's Burger & Deli,1850 Cesar Chavez,Oscar's Burger Deli,$,4,60,Delis,FALSE,1850 Cesar Chavez,94124,
Kentucky Fried Chicken,4285 Mission St,KFC,$,3,23,Chicken Wings,FALSE,4285 Mission St,94112,Excelsior
Kentucky Fried Chicken,1150 Taraval St,KFC,$,2.5,70,Fast Food,FALSE,1150 Taraval St,94116,Sunset/Parkside
Tony's Cable Car Restaurant,2500 Geary Blvd,Tony's Cable Car Restaurant,$,3.5,402,Burgers,FALSE,2500 Geary Blvd,94115,Presidio Heights
Geary Club,768 Geary St,Geary Club,$,4,118,Dive Bars,FALSE,768 Geary St,94109,Tenderloin
Belmar Meat Market,2989 24th St,Belmar - La Gallinita Meat Market,$,4.5,70,Mexican,FALSE,2989 24th St,94110,Mission
La Gallinita,2989 24th St,Belmar - La Gallinita Meat Market,$,4.5,70,Mexican,FALSE,2989 24th St,94110,Mission
Little Joes Pizza,5006 Mission St,Little Joe's Pizzeria,$$,3.5,274,Italian,FALSE,5006 Mission St,94112,Outer Mission
Yank Sing,49 Stevenson St,Yank Sing,$$,3.5,1573,Dim Sum,FALSE,49 Stevenson St,94105,Financial District/South Beach
Tommaso Restaurant,1042 Kearny St,Tommaso's,$$,4,1590,Italian,FALSE,1042 Kearny St,94133,North Beach
Little Shamrock The,807 Lincoln Way,The Little Shamrock,$,4,268,Pubs,FALSE,807 Lincoln Way,94122,Inner Sunset
The Cliff House Restaurant,1090 Point Lobos Ave,Bistro At The Cliff House,$$,3.5,1467,Seafood,FALSE,1090 Point Lobos Ave,94121,Outer Richmond
Chowder Hut Grill,2890 Taylor St,Chowder Hut Fresh Grill,$$,3,515,American (New),FALSE,2890 Taylor St,94133,North Beach
Sapporo-Ya,1581 Webster St,Marufuku Ramen SF,$$,4.5,2811,Ramen,FALSE,1581 Webster St,94115,
Hamburger Haven,800 Clement St,Hamburger Haven,$,3.5,293,Breakfast & Brunch,FALSE,800 Clement St,94118,Inner Richmond
Petes Bbq,2399 Mission St,Pete's Barbeque,$,4,292,Barbeque,FALSE,2399 Mission St,94110,Mission
Goat Hill Pizza,171 Stillman St,Goat Hill Pizza,$$,3.5,167,Pizza,FALSE,171 Stillman St,94107,South of Market
Moby Dick Bar,4049 18th St,Moby Dick,$,3.5,203,Gay Bars,FALSE,4049 18th St,94114,Castro/Upper Market
Absinthe,398 Hayes St,Absinthe Brasserie & Bar,$$$,4,3249,French,FALSE,398 Hayes St,94102,Hayes Valley
Comstock Saloon,155 Columbus Ave,Comstock Saloon,$$,4,965,Lounges,FALSE,155 Columbus Ave,94133,Chinatown
Absinthe Brasserie & Bar,398 Hayes St,Absinthe Brasserie & Bar,$$$,4,3249,French,FALSE,398 Hayes St,94102,Hayes Valley
The Final Final,2990 Baker St,The Final Final,$,4,226,Sports Bars,FALSE,2990 Baker St,94123,Marina
Moulin Cafe,887 Geary St,Moulin Rouge Restaurant,$,4,577,Diners,FALSE,887 Geary St,94109,Tenderloin
Zanzes Cheesecake,2405 Ocean Ave,Zanze's Cheesecake,$$,4.5,990,Bakeries,FALSE,2405 Ocean Ave,94127,West of Twin Peaks
Giorgios Pizzeria,151 Clement St,Giorgio's Pizzeria,$$,4,993,Pizza,FALSE,151 Clement St,94118,Inner Richmond
Villa Deste,2623 Ocean Ave,Villa D'este,$$,3,154,Italian,FALSE,2623 Ocean Ave,94132,West of Twin Peaks
Andersen Bakery,1737 Post St,Andersen Bakery,$,3.5,251,Bakeries,FALSE,1737 Post St,94115,Japantown
Grain D'or,236 Clement St,Grain D'Or,$,3.5,158,Bakeries,FALSE,236 Clement St,94118,
Cafe Jacqueline,1454 Grant Ave,Cafe Jacqueline,$$$,4,651,French,FALSE,1454 Grant Ave,94133,North Beach
Nob Hill Cafe,1152 Taylor St,Nob Hill Cafe,$$,4,1323,Italian,FALSE,1152 Taylor St,94108,Nob Hill
Venticello Ristorante,1257 Taylor St,Venticello Ristorante,$$$,4,504,Italian,FALSE,1257 Taylor St,94108,Nob Hill
Lees Food Market,1397 Revere Ave,Lee's Food Market,$$,4,10,Grocery,FALSE,1397 Revere Ave,94124,Bayview Hunters Point
El Burrito Express #1,1601 Taraval St,El Burrito Express,$$,3.5,852,Mexican,FALSE,1601 Taraval St,94116,Sunset/Parkside
El Burrito Express #1,1812 Divisadero St,El Burrito Express,$,4,733,Mexican,FALSE,1812 Divisadero St,94115,
The Burrito Express,1601 Taraval St,El Burrito Express,$$,3.5,852,Mexican,FALSE,1601 Taraval St,94116,Sunset/Parkside
Burrito Express,1601 Taraval St,El Burrito Express,$$,3.5,852,Mexican,FALSE,1601 Taraval St,94116,Sunset/Parkside
Bow-K,700 4th St,Bow-K,$,4.5,17,Convenience Stores,FALSE,700 4th St,94107,
El Toro Taqueria,598 Valencia St,El Toro Taqueria,$,3.5,667,Mexican,FALSE,598 Valencia St,94110,Mission
Shannon Arms,915 Taraval St,Shannon Arms,$,3.5,94,Pubs,FALSE,915 Taraval St,94116,Sunset/Parkside
Okina Sushi,776 Arguello Blvd,Okina Sushi,$$,4,395,Sushi Bars,FALSE,776 Arguello Blvd,94118,Lone Mountain/USF
Aunt Fannys Hot Pretzel,Pier 39,Aunt Fanny's Hot Pretzels,$,3,17,Pretzels,FALSE,Pier 39,94102,
Ebisu Restaurant,1283 9th Ave,Ebisu,$$,4,1778,Sushi Bars,FALSE,1283 9th Ave,94122,Inner Sunset
La Taqueria,2889 Mission St,La Taqueria,$,4,4010,Mexican,FALSE,2889 Mission St,94110,Mission
Toy Boat Dessert Cafe,401 Clement St,Toy Boat Dessert Café,$,4,673,Ice Cream & Frozen Yogurt,FALSE,401 Clement St,94118,Inner Richmond
Ristorante Parma,3314 Steiner St,Ristorante Parma,$$,4,400,Italian,FALSE,3314 Steiner St,94123,
Higher Grounds Coffee House,691 Chenery St,Higher Grounds Coffee House,$$,4.5,435,Coffee & Tea,FALSE,691 Chenery St,94131,Glen Park
Little Village Market,1450 Sunnydale Ave,Little Village Market,$$,3.5,3,Grocery,FALSE,1450 Sunnydale Ave,94134,Visitacion Valley
Marco Polo Italian Ice Cream,1447 Taraval St,Marco Polo Italian Ice Cream,$,4.5,1448,Ice Cream & Frozen Yogurt,FALSE,1447 Taraval St,94116,Sunset/Parkside
Burger Joint,807 Valencia St,Burger Joint,$$,3.5,249,Burgers,FALSE,807 Valencia St,94110,Mission
Godiva Chocolatier,3251 20th Ave,Godiva Chocolatier,$$$,3.5,76,Chocolatiers & Shops,FALSE,3251 20th Ave,94132,Lakeshore
Pier Market The,Pier 39,Pier Market Seafood Restaurant,$$,4,2060,Seafood,FALSE,Pier 39,94133,
Harris Restaurant,2100 Van Ness Ave,Harris' Restaurant,$$$$,4,1841,Steakhouses,FALSE,2100 Van Ness Ave,94109,Russian Hill
Godzila Sushi Inc,1800 Divisadero St,Godzila Sushi,$$,3.5,475,Sushi Bars,FALSE,1800 Divisadero St,94115,Pacific Heights
Cheese Boutique,660 Chenery St,Cheese Boutique,$,5,181,Cheese Shops,FALSE,660 Chenery St,94131,Glen Park
New Tsing Tao Restaurant,811 Ulloa St,New Tsing Tao Restaurant,$$,4,162,Chinese,FALSE,811 Ulloa St,94127,West of Twin Peaks
Two Jacks,984 Gilman Ave,Two Jacks Seafood,$$,3.5,17,Seafood,FALSE,984 Gilman Ave,94124,Bayview Hunters Point
Lee's Deli,615 Market St,Lee's Deli,$,3,134,Sandwiches,FALSE,615 Market St,94105,Financial District/South Beach
Trattoria Contadina,1800 Mason St,Trattoria Contadina,$$,4,1354,Italian,FALSE,1800 Mason St,94133,Chinatown
Pancho Villa Taqueria,3071 16th St,Pancho Villa Taqueria,$,4,2582,Mexican,FALSE,3071 16th St,94103,Mission
Wang Wah Restaurant,1612 Ocean Ave,Wang Wah,$,4,167,Chinese,FALSE,1612 Ocean Ave,94112,West of Twin Peaks
Gaspare's Pizza House & Rest,5546 Geary Blvd,Gaspare's Pizza House & Italian Restaurant,$$,4,940,Italian,FALSE,5546 Geary Blvd,94121,Outer Richmond
Las Tinajas Restaurant,2338 Mission St,Las Tinajas Restaurant,$$,3.5,189,Latin American,FALSE,2338 Mission St,94110,
Aux Delices Vietnam Restaurant,2327 Polk St,Aux Delices Vietnamese Restaurant,$$,4,732,Vietnamese,FALSE,2327 Polk St,94109,Russian Hill
Bobs Donuts & Pastries,1621 Polk St,Bob's Donut & Pastry Shop,$,4.5,2975,Bakeries,FALSE,1621 Polk St,94109,Nob Hill
Sweet Delight Bakery,4476 Mission St,Sweet Delight Bakery,$,4,77,Bakeries,FALSE,4476 Mission St,94112,Outer Mission
Just Wonton,1241 Vicente St,Just Won Ton,$,3.5,264,Cantonese,FALSE,1241 Vicente St,94116,Sunset/Parkside
Taiwan Restaurant,445 Clement St,Taiwan Restaurant,$$,3.5,417,Taiwanese,FALSE,445 Clement St,94118,Inner Richmond
Mels Drive In,2165 Lombard St,Mel's Drive-In,$$,3,599,Breakfast & Brunch,FALSE,2165 Lombard St,94123,Marina
Mels Drive In,3355 Geary Blvd,Mel's Drive-In,$$,3,941,Breakfast & Brunch,FALSE,3355 Geary Blvd,94118,Lone Mountain/USF
Bow Bow Cocktail Lounge,1155 Grant Ave,Bow Bow Cocktail Lounge,$,4,252,Karaoke,FALSE,1155 Grant Ave,94133,Chinatown
House Of Prime Rib,1906 Van Ness Ave,House Of Prime Rib,$$$,4,7089,American (Traditional),FALSE,1906 Van Ness Ave,94109,Russian Hill
Marina Submarine,2299 Union St,Marina Submarine,$$,4,410,Delis,FALSE,2299 Union St,94123,Marina
Los Panchos Restaurant,3206 Mission St,Los Panchos,$,4,343,Mexican,FALSE,3206 Mission St,94110,Bernal Heights
Mission Hunan Restaurant,2960 16th St,Mission Hunan Restaurant,$,3.5,119,Chinese,FALSE,2960 16th St,94103,Mission
Polly Ann Ice Cream,3138 Noriega St,Polly Ann Ice Cream,$,4,1245,Ice Cream & Frozen Yogurt,FALSE,3138 Noriega St,94122,Sunset/Parkside
Izzys Steak & Chop House,3345 Steiner St,Izzy's San Francisco,$$$,3.5,1049,Steakhouses,FALSE,3345 Steiner St,94123,Marina
Le Petit Cafe,1 Maritime Plz,Le Petit Cafe,$,4,31,Sandwiches,FALSE,1 Maritime Plz,94111,
The Daily Habit,1 Maritime Plz,The Daily Habit,$,4.5,34,Coffee & Tea,FALSE,1 Maritime Plz,94111,
Boudin Sourdough Bakery/cafe,3251 20th Ave,Boudin Bakery & Cafe,$$,3.5,266,Bakeries,FALSE,3251 20th Ave,94132,Lakeshore
Boudin Sourdough Bakery/cafe,160 Jefferson St,Boudin Bakery & Cafe,$$,4,3692,Bakeries,FALSE,160 Jefferson St,94133,North Beach
Chowders,Pier 39,Chowders,$$,3.5,814,Seafood,FALSE,Pier 39,94133,
Chloes,1399 Church St,Chloe's Cafe,$$,4,987,Breakfast & Brunch,FALSE,1399 Church St,94114,Noe Valley
Phuket Thai Restaurant,248 Divisadero St,Phuket Thai Restaurant,$,3,157,Thai,FALSE,248 Divisadero St,94117,Haight Ashbury
Howard Street Coffee Roastery,180 Howard St,Howard Street Coffee Roastery,$,4,61,Coffee Roasteries,TRUE,180 Howard St,94105,Financial District/South Beach
Great Eastern Restaurant,649 Jackson St,Great Eastern Restaurant,$$,3.5,2052,Dim Sum,FALSE,649 Jackson St,94133,Chinatown
Presidio Golf Cafe,300 Finley Rd,The Clubhouse at the Presidio Golf Course,$$,4.5,72,Venues & Event Spaces,FALSE,300 Finley Rd,94129,Presidio
La Folie,2316 Polk St,La Folie,$$$$,4.5,1450,French,FALSE,2316 Polk St,94109,Russian Hill
Palio D'asti,640 Sacramento St,Palio,$$,3.5,539,Italian,FALSE,640 Sacramento St,94111,Chinatown
Original Perfect Hamburger The,601 Geary St,Original Perfect Hamburger,$,3,106,Burgers,FALSE,601 Geary St,94102,Tenderloin
Wayo,1407 Van Ness Ave,Wayo Sushi,$$,4,692,Sushi Bars,FALSE,1407 Van Ness Ave,94109,Western Addition
Bix,56 Gold St,BIX,$$$,4,1807,American (Traditional),FALSE,56 Gold St,94133,Chinatown
Lanna Restaurant,1245 Noriega St,Lanna Thai Restaurant,$,4,178,Thai,TRUE,1245 Noriega St,94122,Sunset/Parkside
Akiko's,431 Bush St,Akiko's Restaurant,$$$,4,1877,Sushi Bars,FALSE,431 Bush St,94108,Financial District/South Beach
G & G Produce,5015 Geary Blvd,G & G Finest Produce,$,4.5,3,Fruits & Veggies,TRUE,5015 Geary Blvd,94118,Outer Richmond
Flower Market Cafe,698 Brannan St,Bechelli's Flower Market Cafe,$$,3.5,140,Breakfast & Brunch,FALSE,698 Brannan St,94107,South of Market
Tekka Japanese Restaurant,537 Balboa St,Tekka Japanese Restaurant,$$$,4,405,Japanese,FALSE,537 Balboa St,94118,Inner Richmond
Lois Vietnamese Restaurant,2228 Irving St,Loi's Vietnamese Restaurant,$,3.5,630,Vietnamese,FALSE,2228 Irving St,94122,Sunset/Parkside
Xanath,951 Valencia St,Xanath Ice Cream,$,4,438,Ice Cream & Frozen Yogurt,FALSE,951 Valencia St,94110,Mission
Hunan Chef Restaurant,525 Cortland Ave,Hunan Chef,$,3,93,Chinese,FALSE,525 Cortland Ave,94110,Bernal Heights
Acquerello,1722 Sacramento St,Acquerello,$$$$,4.5,1092,Italian,FALSE,1722 Sacramento St,94109,Nob Hill
Ruths Chris Steak House Inc,1601 Van Ness Ave,Ruth's Chris Steak House,$$$,4,2103,Steakhouses,FALSE,1601 Van Ness Ave,94109,Western Addition
Taqueria San Francisco,2794 24th St,Taqueria San Francisco,$,4,241,Mexican,FALSE,2794 24th St,94110,Mission
Micado,2126 Irving St,Micado Restaurant,$$,3.5,148,Sushi Bars,FALSE,2126 Irving St,94122,Sunset/Parkside
San Francisco Badlands,4121 18th St,SF Badlands,$$,3,637,Dance Clubs,FALSE,4121 18th St,94114,Castro/Upper Market
Victors,210 Townsend St,Victor's,$,3.5,325,Mexican,TRUE,210 Townsend St,94107,South of Market
Olivos Taqueria,1017 Larkin St,Olivo's,$,4,336,Mexican,FALSE,1017 Larkin St,94109,Nob Hill
J & A Restaurant,5712 Mission St,J & A Restaurant,$,4,121,Chinese,FALSE,5712 Mission St,94112,Outer Mission
Sing Sing Coffee Shop,309 Hyde St,Sing Sing Sandwich Shop,$,4,159,Sandwiches,FALSE,309 Hyde St,94109,Tenderloin
Grand 7 Liquor & Deli,1740 Cesar Chavez,Grand Seven Food Liquor & Deli,$,4.5,45,Delis,FALSE,1740 Cesar Chavez,94124,
Peet's Coffee And Tea Inc,2257 Market St,Peet's Coffee,$,3.5,170,Coffee & Tea,FALSE,2257 Market St,94114,Castro/Upper Market
Peet's Coffee & Tea,5201 Geary Blvd,Peet's Coffee,$,4,139,Coffee & Tea,FALSE,5201 Geary Blvd,94118,Outer Richmond
Peet's Coffee & Tea,1509 Sloat Blvd,Peet's Coffee,$,3.5,85,Coffee & Tea,FALSE,1509 Sloat Blvd,94132,Sunset/Parkside
Peet's Coffee & Tea,1400 Van Ness Ave,Peet's Coffee,$,4,83,Coffee & Tea,FALSE,1400 Van Ness Ave,94109,Nob Hill
Manoras Thai Cuisine,1600 Folsom St,Manora's Thai Cuisine,$$,4,579,Thai,FALSE,1600 Folsom St,94103,Mission
Rite Spot Cafe,2099 Folsom St,Rite Spot Cafe,$,3.5,143,Bars,FALSE,2099 Folsom St,94110,Mission
Noe Bagel,3933 24th St,Noe Bagel,$,3.5,82,Bagels,FALSE,3933 24th St,94114,
Cafe Bastille,22 Belden Pl,Cafe Bastille,$$,3.5,737,French,FALSE,22 Belden Pl,94104,
Victors Pizza,1411 Polk St,Victor's Pizzeria & Italian Restaurant,$$,4,958,Pizza,FALSE,1411 Polk St,94109,Nob Hill
El Mansour,3119 Clement St,El Mansour,$$,4,608,Moroccan,FALSE,3119 Clement St,94121,Outer Richmond
You See Sushi,94 Judah St,You See Sushi,$,3.5,300,Japanese,FALSE,94 Judah St,94122,Inner Sunset
Superstar Rest & Fast Food,4919 Mission St,Superstar Restaurant,$,4.5,411,Filipino,FALSE,4919 Mission St,94112,Excelsior
Yukol Place Thai Cuisine,2380 Lombard St,Yukol Place Thai Cuisine,$$,4,383,Thai,FALSE,2380 Lombard St,94123,
Dol Ho Restaurant,808 Pacific Ave,Dol Ho,$,4,386,Dim Sum,FALSE,808 Pacific Ave,94133,Chinatown
Towns End Restaurant & Bakery,2 Townsend St,Town's End Restaurant & Bakery,$$,3.5,769,American (Traditional),FALSE,2 Townsend St,94107,Financial District/South Beach
Cafe Rocco,1131 Folsom St,Rocco's Café,$$,4,981,Italian,FALSE,1131 Folsom St,94103,South of Market
Tony Baloneys,1098 Howard St,Tony Baloney's,$,4,235,Delis,FALSE,1098 Howard St,94103,South of Market
Jade Cafe #3,1688 Bryant St,Jade Cafe,$,3,288,Chinese,FALSE,1688 Bryant St,94103,
Cava22,3239 22nd St,Cava 22,$$,3.5,227,Latin American,FALSE,3239 22nd St,94110,Mission
Nob Hill Tavern,1390 California St,The Wreck Room,$,4,236,Bars,FALSE,1390 California St,94109,Nob Hill
Cafe Ethiopia,878 Valencia St,Cafe Ethiopia,$$,3.5,450,Ethiopian,FALSE,878 Valencia St,94110,Mission
Hole In The Wall Saloon,1369 Folsom St,Hole In the Wall Saloon,$,4,65,Gay Bars,FALSE,1369 Folsom St,94103,South of Market
Flanahan's,3805 Noriega St,Flanahan's Pub,$,4,85,Pubs,FALSE,3805 Noriega St,94122,
Flanahan's Pub,3805 Noriega St,Flanahan's Pub,$,4,85,Pubs,FALSE,3805 Noriega St,94122,
Cafe Luna,3313 Sacramento St,Cafe Luna,$,3,75,Sandwiches,FALSE,3313 Sacramento St,94118,Presidio Heights
Jackson Fillmore Trattoria,2506 Fillmore St,Jackson Fillmore Trattoria,$$,4,485,Italian,FALSE,2506 Fillmore St,94115,Pacific Heights
Pomelo,1793 Church St,Pomelo,$$,4,704,Breakfast & Brunch,TRUE,1793 Church St,94131,Noe Valley
Morning Due Cafe,3698 17th St,Morning Due Cafe,$$,4,489,Coffee & Tea,FALSE,3698 17th St,94114,Castro/Upper Market
Caffe Ambrosia,14 Trinity Pl,Caffe Ambrosia,$,4.5,315,Ice Cream & Frozen Yogurt,FALSE,14 Trinity Pl,94104,
Dragon City Bakery & Cafe,2367 Mission St,Dragon City Bakery & Cafe,$,3,47,Bakeries,FALSE,2367 Mission St,94110,Mission
Aa Bakery & Cafe The,1068 Stockton St,AA Bakery & Cafe,$,4,420,Bakeries,FALSE,1068 Stockton St,94108,Chinatown
Golden Donuts,5401 Geary Blvd,The Golden Donut,$,4,114,Donuts,FALSE,5401 Geary Blvd,94121,Outer Richmond
Would You Believe,4652 Geary Blvd,Would You Believe??,$,3,103,Dive Bars,FALSE,4652 Geary Blvd,94118,Inner Richmond
Rose's Cafe,2298 Union St,Rose's Cafe,$$,3.5,929,Italian,FALSE,2298 Union St,94123,Marina
Boom Boom Room,1601 Fillmore St,Boom Boom Room,$$,3.5,344,Jazz & Blues,FALSE,1601 Fillmore St,94115,Western Addition
Teds Sports Bar & Grill,312 Harriet St,Ted's Sports Bar & Grill,$$,4,167,Sports Bars,FALSE,312 Harriet St,94103,
Oriental Seafood Restaurant,2520 Noriega St,Oriental Seafood Restaurant,$,3,168,Chinese,FALSE,2520 Noriega St,94122,Sunset/Parkside
Alices Restaurant,1599 Sanchez St,Alice's Restaurant,$$,4,277,Chinese,FALSE,1599 Sanchez St,94131,Noe Valley
Sunflower Restaurant,3111 16th St,Sunflower Authentic Vietnamese Restaurant,$$,3.5,1140,Vietnamese,FALSE,3111 16th St,94103,Mission
