DBA Name,Street Address,Yelp Name,Price Level,Rating,Review Count,Top Yelp Category,Is Closed,Yelp Address,Zipcode,Neighborhood
Elephant Sushi,1916 Hyde St,Elephant Sushi,$$,4,759,Sushi Bars,FALSE,1916 Hyde St,94109,
Center Cafe,205 13th St,Center Cafe,$,4.5,21,Chinese,TRUE,205 13th St,94103,
New Jumbo Seafood Restaurant,1532 Noriega St,New Jumbo Seafood Restaurant,$$,2.5,222,Seafood,FALSE,1532 Noriega St,94122,
Ilana Cafe,2314 Clement St,ilana Coffee,$,4.5,179,Cafes,FALSE,2314 Clement St,94121,Outer Richmond
Wonderland Restaurant,500 Haight St,Wonderland Restaurant,$$,3.5,423,Chinese,TRUE,500 Haight St,94117,Hayes Valley
Hayes Valley Bakeworks,550 Gough St,Hayes Valley Bakeworks,$,4,147,Bakeries,FALSE,550 Gough St,94102,Hayes Valley
Spressa,51 Cambon Dr,Spressa Coffee Bar,$,3,92,Coffee & Tea,FALSE,51 Cambon Dr,94132,Lakeshore
Mau Restaurant,665 Valencia St,Mau,$$,4,894,Vietnamese,FALSE,665 Valencia St,94110,
Chili Cha Cha 2,3166 24th St,Chili Cha Cha 2,$$,4,323,Thai,FALSE,3166 24th St,94110,
Restaurante Montecristo,6286 3rd St,Montecristo Restaurant,$,3,54,Salvadoran,FALSE,6286 3rd St,94124,Bayview Hunters Point
Hakkasan San Francisco,1 Kearny St,Hakkasan,$$$,4,1752,American (New),FALSE,1 Kearny St,94108,Financial District/South Beach
Chez Maman West,401 Gough St,Chez Maman West,$$,4,1129,French,FALSE,401 Gough St,94102,
Carmel Pizza Company,2826 Jones St,Carmel Pizza Company,$$,4.5,806,Pizza,FALSE,2826 Jones St,94133,
Zerocater,115 Stillman St,ZeroCater,No record in Yelp,4,63,Caterers,FALSE,115 Stillman St,94107,South of Market
5 Degree Tea House,2527 San Bruno Ave,5 Degree Tea House,$,3,153,Bubble Tea,FALSE,2527 San Bruno Ave,94134,
20th Century Cafe,198 Gough St,20th Century Cafe,$$,4,456,Bakeries,FALSE,198 Gough St,94102,Hayes Valley
Aria,932 Larkin St,Aria Korean Street Food,$$,4,704,Korean,FALSE,932 Larkin St,94109,Tenderloin
Plaj,333 Fulton St,Pläj Scandinavian Restaurant & Bar,$$$,4,667,Scandinavian,FALSE,333 Fulton St,94102,
Josey Baker Bread,736 Divisadero St,Josey Baker Bread,$$,4.5,97,Bakeries,FALSE,736 Divisadero St,94117,Hayes Valley
Hi Tops,2247 Market St,Hi Tops,$$,3.5,411,Sports Bars,FALSE,2247 Market St,94114,Castro/Upper Market
John's Grill Inc,63 Ellis St,John's Grill,$$$,3.5,1284,Steakhouses,FALSE,63 Ellis St,94102,
Linda's Catering,290 Townsend St,Linda's Catering,$,3.5,33,Caterers,FALSE,290 Townsend St,94107,South of Market
The Station,596 Pacific Ave,The Station SF,$$,4,308,Coffee & Tea,FALSE,596 Pacific Ave,94133,North Beach
1601 Bar & Kitchen,1601 Howard St,1601 Bar & Kitchen,$$$,4,270,Asian Fusion,FALSE,1601 Howard St,94103,
Queen Malika,4416 18th St,MaMa Ji's,$$,4,740,Dim Sum,FALSE,4416 18th St,94114,Castro/Upper Market
Mama Ji's,4416 18th St,MaMa Ji's,$$,4,740,Dim Sum,FALSE,4416 18th St,94114,Castro/Upper Market
Rich Table,199 Gough St,Rich Table,$$$,4,1195,American (New),FALSE,199 Gough St,94102,
Golden Star Vietnamese Restuar,11 Walter U Lum Pl,Golden Star Vietnamese Restaurant,$,4,1221,Vietnamese,FALSE,11 Walter U Lum Pl,94108,Chinatown
Fillmore Tavern,2298 Fillmore St,Palmer's,$$,3.5,255,Bars,FALSE,2298 Fillmore St,94115,Pacific Heights
Palmers,2298 Fillmore St,Palmer's,$$,3.5,255,Bars,FALSE,2298 Fillmore St,94115,Pacific Heights
Darrens Cafe,2731 Taylor St,Darren's Cafe,$$,4,569,Vietnamese,FALSE,2731 Taylor St,94133,
Co Nam,1653 Polk St,Co Nam,$$,3.5,426,Vietnamese,FALSE,1653 Polk St,94109,
Le Marais Bakery,2066 Chestnut St,Le Marais Bakery,$$,3,608,Bakeries,FALSE,2066 Chestnut St,94123,Marina
Daniel's Cafe,154 Ellis St,Daniel's Cafe,$,4,290,Coffee & Tea,FALSE,154 Ellis St,94102,Tenderloin
Uncle Benny's Donut & Bagel,2049 Irving St,Uncle Benny's Donut and Bagel,$,4.5,279,Donuts,FALSE,2049 Irving St,94122,Sunset/Parkside
Daigo Sushi,2450 Clement St,Daigo Sushi,$$,4,499,Japanese,FALSE,2450 Clement St,94121,
Tenmatsu Grab And Go,336 Kearny St,Tenmatsu,$$,3.5,129,Japanese,FALSE,336 Kearny St,94108,Financial District/South Beach
El Matate Con Sabor A Mexico,2406 Bryant St,El Metate Restaurant,$,4,1106,Mexican,FALSE,2406 Bryant St,94110,
The One Sushi & Lounge,429 Gough St,Tsubasa Sushi,$$$,4,397,Sushi Bars,FALSE,429 Gough St,94102,Hayes Valley
Kitchen Story Cafe,3499 16th St,Kitchen Story,$$,4,3262,Breakfast & Brunch,FALSE,3499 16th St,94114,
Dogpatch Saloon,2496 3rd St,Dogpatch Saloon,$$,4,101,Sports Bars,FALSE,2496 3rd St,94107,
Ming Kee Restaurant,1548 Ocean Ave,Ming Kee Restaurant,$,4,130,Chinese,FALSE,1548 Ocean Ave,94112,
The Little Chihuahua Mex Rest,581 Valencia St,The Little Chihuahua,$$,3.5,207,Mexican,FALSE,581 Valencia St,94110,
Osso Steakhouse,1177 California St,Osso Steakhouse,$$$$,3.5,759,Steakhouses,FALSE,1177 California St,94108,
Cafe Europa,4318 California St,Cafe Europa,$$,4.5,437,German,FALSE,4318 California St,94118,Inner Richmond
Shin Dig,403 Irving St,Shin Dig,$$,4.5,26,Party & Event Planning,FALSE,403 Irving St,94122,
Tenglong Chinese Restaurant,208 Clement St,Tenglong Chinese Restaurant,$$,4,226,Chinese,FALSE,208 Clement St,94118,
Julie's Hot Dogs,2401 Mission St,Julie's Hot Dogs,$,3,12,American (Traditional),FALSE,2401 Mission St,94110,
Toma,3318 Steiner St,Toma,$,4,312,Mexican,FALSE,3318 Steiner St,94123,Marina
Xiao Long Bao Restaurant,625 Clement St,Xiao Long Bao,$,3.5,262,Dim Sum,FALSE,625 Clement St,94118,
Fior D'italia,2237 Mason St,Fior d'Italia,$$,4,528,Italian,FALSE,2237 Mason St,94133,
House Of Sushi,2157 Polk St,House of Sushi,$$,3.5,205,Sushi Bars,FALSE,2157 Polk St,94109,
Fresco Pizza & Grill,1338 Polk St,Fresco Pizza Shawarma,$,3.5,368,Pizza,FALSE,1338 Polk St,94109,Nob Hill
Boba Guys,3491 19th St,Boba Guys,$,4,1455,Bubble Tea,FALSE,3491 19th St,94110,
Wine Kitchen,507 Divisadero St,Wine Kitchen,$$,4,181,Wine Bars,FALSE,507 Divisadero St,94117,
The Roosevelt,2817 24th St,Roosevelt Tamale Parlor,$$,4,439,Mexican,FALSE,2817 24th St,94110,Mission
Mikes Grocery & Liquor,2499 Mission St,Mike's Liquors & Groceries,$,4,14,"Beer, Wine & Spirits",FALSE,2499 Mission St,94110,
Chrome Coffee Bar,580 4th St,Chrome Coffee Bar Powered By Cento,$,4,34,Cafes,TRUE,580 4th St,94107,
Sa Beang Thai,312 Divisadero St,Mangrove Kitchen,$$,4,222,Thai,FALSE,312 Divisadero St,94117,Haight Ashbury
Thanh Long Restaurant,4101 Judah St,Thanh Long,$$$,4,2655,Seafood,FALSE,4101 Judah St,94122,
Crustacean Restaurant,1475 Polk St,Crustacean,$$$,3.5,1559,Asian Fusion,FALSE,1475 Polk St,94109,Nob Hill
Shabu House,354 Clement St,Shabu House,$$,4,294,Japanese,FALSE,354 Clement St,94118,
Outerlands,4001 Judah St,Outerlands,$$,3.5,2252,Breakfast & Brunch,FALSE,4001 Judah St,94122,
Fable,558 Castro St,Fable,$$,4,438,American (New),FALSE,558 Castro St,94114,Castro/Upper Market
Gaspar,185 Sutter St,Gaspar Brasserie,$$$,4,379,Brasseries,FALSE,185 Sutter St,94104,
Reed & Greenough,3251 Scott St,Reed & Greenough,$$,3.5,230,Lounges,FALSE,3251 Scott St,94123,Marina
Dapper Dog,417 Castro St,Dapper Dog,$,4,192,Hot Dogs,FALSE,417 Castro St,94114,Castro/Upper Market
Sparrow Bar And Kitchen,1640 Haight St,Sparrow Bar and Kitchen,$$,3.5,411,Wine Bars,FALSE,1640 Haight St,94117,
Pinecrest Diner,401 Geary St,Pinecrest Diner,$$,3.5,1061,Diners,FALSE,401 Geary St,94102,Tenderloin
Cellarmaker Brewing Company,1150 Howard St,Cellarmaker Brewing Company,$$,4.5,455,Breweries,FALSE,1150 Howard St,94103,South of Market
Gold Dust Lounge,165 Jefferson St,Gold Dust Lounge,$$,4,349,Lounges,TRUE,165 Jefferson St,94133,
Xpresso Tea,6901 Geary Blvd,Xpresso Tea,$,3.5,42,Coffee & Tea,FALSE,6901 Geary Blvd,94121,Outer Richmond
Chou Chou Bakery Bistro,400 Dewey Blvd,ChouChou French Bistro,$$$,3.5,1180,French,FALSE,400 Dewey Blvd,94116,West of Twin Peaks
20 Spot Mission,3565 20th St,20 Spot,$$,4.5,243,American (New),FALSE,3565 20th St,94110,Mission
Cafe Terminus,16 California St,Cafe Terminus,$$,4,172,Cocktail Bars,FALSE,16 California St,94111,Financial District/South Beach
Natoma Cabana,90 Natoma St,Natoma Cabana,$$,4,211,Cocktail Bars,FALSE,90 Natoma St,94105,
Lunchpad,581 Hayes St,Lunchpad,$$,4.5,292,Sandwiches,FALSE,581 Hayes St,94102,Hayes Valley
Griddle Fresh,4007 24th St,Aha Fresh,$$,4,997,Breakfast & Brunch,FALSE,4007 24th St,94114,
Trick Dog,3010 20th St,Trick Dog,$$,4,806,Cocktail Bars,FALSE,3010 20th St,94110,Mission
Mazzat,501 Fell St,Mazzat,$$,4,482,Mediterranean,FALSE,501 Fell St,94102,Hayes Valley
The Cavalier Lobby Bar,55 5th St,Hotel Zetta - San Francisco,$$$,4,228,Hotels,FALSE,55 5th St,94103,South of Market
The Cavalier Rest Kitchen,360 Jessie St,The Cavalier,$$$,4,1016,American (New),FALSE,360 Jessie St,94103,South of Market
J Georgies Donuts & Restaurant,2462 San Bruno Ave,Jim Georgie's Donuts,$,4.5,152,Donuts,FALSE,2462 San Bruno Ave,94134,
Virgil's Sea Room,3152 Mission St,Virgil's Sea Room,$$,4.5,144,Cocktail Bars,FALSE,3152 Mission St,94110,
Andytown,3655 Lawton St,Andytown Coffee Roasters,$,4.5,811,Coffee & Tea,FALSE,3655 Lawton St,94122,Sunset/Parkside
Andytown Coffee Roasters,3655 Lawton St,Andytown Coffee Roasters,$,4.5,811,Coffee & Tea,FALSE,3655 Lawton St,94122,Sunset/Parkside
Le Dix-Sept,3861 24th St,Le Dix-Sept,$$$,4.5,9,Chocolatiers & Shops,TRUE,3861 24th St,94115,
The Pizza Shop,3104 24th St,The Pizza Shop,$,4.5,363,Pizza,FALSE,3104 24th St,94110,Mission
Beaux,2344 Market St,Beaux,$$,3.5,239,Gay Bars,FALSE,2344 Market St,94114,Castro/Upper Market
Shanghai Dumpling King 2,696 Monterey Blvd,Shanghai Dumpling King,$,3.5,489,Shanghainese,FALSE,696 Monterey Blvd,94127,
Kezar Pizzetta,775 Frederick St,Kezar Pizzetta,$$,4,161,Pizza,FALSE,775 Frederick St,94117,Inner Sunset
Emperor's Kitchen,418 Larkin St,Emperor's Kitchen,$,3,68,Chinese,FALSE,418 Larkin St,94102,Tenderloin
La Trappe Cafe,800 Greenwich St,La Trappe,$$,4,833,Belgian,FALSE,800 Greenwich St,94133,Russian Hill
Four Deuces,2319 Taraval St,The Four Deuces,$,4,96,Pubs,FALSE,2319 Taraval St,94116,
Roka Akor,801 Montgomery St,Roka Akor - San Francisco,$$$$,4,1265,Steakhouses,FALSE,801 Montgomery St,94133,Chinatown
Artesano,3415 California St,Artesano,$$,4,349,Latin American,FALSE,3415 California St,94118,Presidio Heights
Mission Chinese Food Sf,2234 Mission St,Mission Chinese Food,$$,3.5,2326,Chinese,FALSE,2234 Mission St,94110,
La Promenade Cafe,3643 Balboa St,La Promenade Café,$,4.5,323,Coffee & Tea,FALSE,3643 Balboa St,94121,
Promenade Cafe,3643 Balboa St,La Promenade Café,$,4.5,323,Coffee & Tea,FALSE,3643 Balboa St,94121,
The Crew,1330 Noriega St,The Crew,$$,4,427,Korean,FALSE,1330 Noriega St,94122,
Guangdong Barbecue Tea House,2191 Irving St,Guangdong Barbecue Tea House,$,3,91,Cantonese,FALSE,2191 Irving St,94122,
Emperor Norton's Boozeland,510 Larkin St,Emperor Norton's BoozeLand,$,4,125,Bars,FALSE,510 Larkin St,94102,Tenderloin
Tosca Cafe,242 Columbus Ave,Tosca Cafe,$$$,3.5,486,Wine Bars,TRUE,242 Columbus Ave,94133,
Laguna Cafe,1821 Haight St,Laguna Cafe,$$,4.5,381,Hookah Bars,FALSE,1821 Haight St,94117,
Season Event Company,1831 22nd Ave,Season Event Company,No record in Yelp,5,7,Caterers,FALSE,1831 22nd Ave,94122,Sunset/Parkside
Moka Coffee,1605 Polk St,Moka Coffee,$,3.5,165,Coffee & Tea,FALSE,1605 Polk St,94109,Nob Hill
Tai Chi Restaurant,2031 Polk St,Tai Chi,$$,3.5,601,Chinese,FALSE,2031 Polk St,94109,Russian Hill
Golden Lotus,631 Larkin St,Golden Lotus,$,4,241,Vietnamese,FALSE,631 Larkin St,94109,Tenderloin
Holy Water,309 Cortland Ave,Holy Water,$$,4.5,206,Cocktail Bars,FALSE,309 Cortland Ave,94110,Bernal Heights
House Of Pancakes,937 Taraval St,House Of Pancakes,$,4,958,Chinese,FALSE,937 Taraval St,94116,
Castillito Yucateco,2052 Mission St,Castillito Yucateco,$$,3.5,26,Mexican,FALSE,2052 Mission St,94110,
Pronto Pizza,798 Eddy St,Pronto Pizza,$,3,241,Pizza,FALSE,798 Eddy St,94109,
Taylor Street Coffee Shop,375 Taylor St,Taylor Street Coffee Shop,$$,4,1173,Burgers,FALSE,375 Taylor St,94102,Tenderloin
The Crepevine,624 Irving St,Crepevine Restaurant,$$,4,1573,Creperies,FALSE,624 Irving St,94122,
Louie's,55 Stevenson St,Louie's Bar,$$,4,442,American (Traditional),FALSE,55 Stevenson St,94105,Financial District/South Beach
Tacolicious,1548 Stockton St,Tacolicious,$$,3.5,490,Mexican,FALSE,1548 Stockton St,94133,
Slate Bar,2925 16th St,Slate Bar,$$,4,138,Dance Clubs,FALSE,2925 16th St,94103,Mission
Zazang Restaurant,2340 Geary Blvd,Zazang Korean Noodles,$$,3.5,494,Korean,FALSE,2340 Geary Blvd,94115,
Applebees Neighborhood Grill,2770 Taylor St,Applebee's Grill + Bar,$$,2,512,Burgers,FALSE,2770 Taylor St,94133,
Bistro Gambrinus,1813 Fulton St,Bistro Gambrinus,$$,4,292,Sports Bars,FALSE,1813 Fulton St,94117,
Tierra Mia Coffee Company,3188 Mission St,Tierra Mia Coffee,$$,4.5,208,Coffee & Tea,FALSE,3188 Mission St,94110,
Los Reyes Restaurant,2101 Geneva Ave,Los Reyes Restaurant,$,4.5,53,Salvadoran,FALSE,2101 Geneva Ave,94134,Visitacion Valley
Maruya,2931 16th St,Maruya,$$$$,4,352,Japanese,FALSE,2931 16th St,94103,
Super Duper Burgers,98 Mission St,Super Duper Burgers,$$,4,508,Burgers,FALSE,98 Mission St,94105,
Wako Japanese Restaurant,211 Clement St,Wako Japanese Restaurant,$$$$,4.5,545,Japanese,FALSE,211 Clement St,94118,
Ii-Cha,1222 Noriega St,Home,$,4.5,1096,Coffee & Tea,FALSE,1222 Noriega St,94122,Sunset/Parkside
Little Bee Baking,521 Cortland Ave,Little Bee Baking,$$,4.5,88,Bakeries,FALSE,521 Cortland Ave,94110,Bernal Heights
Robberbaron,2032 Polk St,robberbaron,$$,4.5,154,Wine Bars,FALSE,2032 Polk St,94109,
Tazza D'amore,700 4th St,Tazza D'Amore Cafe,$,4,123,Coffee & Tea,FALSE,700 4th St,94107,
Fog City,1300 Battery St,Fog City,$$,3.5,735,American (New),FALSE,1300 Battery St,94111,Financial District/South Beach
Proposition Chicken,1750 Market St,Proposition Chicken,$$,3.5,580,Chicken Wings,FALSE,1750 Market St,94102,Hayes Valley
The Crepe House,1132 Valencia St,The Crepe House III,$$,3.5,343,Creperies,FALSE,1132 Valencia St,94110,
Tamashi,1849 Union St,Tamashisoul Sushi Bar,$$,4,369,Sushi Bars,FALSE,1849 Union St,94123,Marina
Pabu,101 California St,Pabu,$$$,4,917,Japanese,FALSE,101 California St,94111,Financial District/South Beach
Rincon Latino,5080 Mission St,Rincon Latino,$$,4,38,Salvadoran,FALSE,5080 Mission St,94112,
Capital Restaurant,839 Clay St,Capital Restaurant,$$,3.5,653,Chinese,FALSE,839 Clay St,94108,
Royal Bakery,4773 Mission St,Royal Bakery,$,3.5,14,Bakeries,FALSE,4773 Mission St,94112,
Red Cafe,2894 Mission St,Red Cafe,$$,4,461,Diners,FALSE,2894 Mission St,94110,Mission
Hogwash,582 Sutter St,Hogwash,$$,4.5,1046,Gastropubs,FALSE,582 Sutter St,94102,Nob Hill
Kabuto Japanese Restaurant,5121 Geary Blvd,Kabuto Restaurant,$$$,4,1028,Sushi Bars,FALSE,5121 Geary Blvd,94118,Outer Richmond
Rhea's Market & Deli,800 Valencia St,Rhea's Deli & Market,$,4,607,Delis,FALSE,800 Valencia St,94110,
Kim Son Restaurant,3614 Balboa St,Kim Son Vietnamese Restaurant,$,4,709,Vietnamese,FALSE,3614 Balboa St,94121,
Archive Bar And Kitchen,602 Mission St,Archive Bar & Kitchen,$$,4,349,American (New),FALSE,602 Mission St,94105,
Beanstalk,724 Bush St,Beanstalk Cafe,$,4,835,Coffee & Tea,FALSE,724 Bush St,94108,
Bean Bag Cafe,601 Divisadero St,Bean Bag Cafe,$$,4,862,Coffee & Tea,FALSE,601 Divisadero St,94117,Hayes Valley
Bebebar Juice And Sandwich,3809 18th St,Bebebar,$$,4,225,Juice Bars & Smoothies,FALSE,3809 18th St,94114,Castro/Upper Market
Pizza Express,813 Cortland Ave,Pizza Express,$$,3.5,175,Pizza,FALSE,813 Cortland Ave,94110,Bernal Heights
Richmond Republic,642 Clement St,Richmond Republic Draught House,$$,4,373,Pubs,FALSE,642 Clement St,94118,Inner Richmond
Sabrosa,3200 Fillmore St,Sabrosa,$$,3,372,Cocktail Bars,TRUE,3200 Fillmore St,94123,
B B Tea Station,1314 Noriega St,BB Tea Station,$,3.5,301,Bubble Tea,FALSE,1314 Noriega St,94122,
All Nite Pizza & Foods,5155 3rd St,All Nite Pizza,No record in Yelp,3.5,10,Pizza,FALSE,5155 3rd St,94124,
Taqueria La Iguana Azul,928 Geneva Ave,Taqueria La Iguana Azul,$,3,136,Mexican,FALSE,928 Geneva Ave,94112,
Z & Y Restaurant,655 Jackson St,Z & Y Restaurant,$$,3.5,1686,Chinese,FALSE,655 Jackson St,94133,
Firetrail Pizza,428 11th St,Firetrail Pizza,$$,4,136,Pizza,FALSE,428 11th St,94103,Mission
The Corner Spot,1368 Irving St,The Corner Spot,$,4,68,Sports Bars,FALSE,1368 Irving St,94122,
Tops Cafe,2460 San Bruno Ave,Tops Cafe B-B-Q House,$,3.5,67,Barbeque,FALSE,2460 San Bruno Ave,94134,Portola
Beluga Restaurant,5323 Geary Blvd,Beluga,$$$$,4,15,Russian,FALSE,5323 Geary Blvd,94121,Outer Richmond
Cafe Murano,1777 Steiner St,Cafe Murano,$,4,284,Coffee & Tea,FALSE,1777 Steiner St,94115,
Tsing Tao 2 Chinese Restaurant,1117 Fillmore St,Tsing Tao Restaurant,$,3,169,Chinese,FALSE,1117 Fillmore St,94115,
Pho Hour,1114 Bryant St,Pho Hour,$,4,236,Vietnamese,FALSE,1114 Bryant St,94103,
Saiwalks,3348 Steiner St,Saiwalks,$$,3.5,354,Vietnamese,FALSE,3348 Steiner St,94123,Marina
Over The Moon,2144 Chestnut St,Over the Moon,$,4,354,Ice Cream & Frozen Yogurt,FALSE,2144 Chestnut St,94123,
Quetzal,1234 Polk St,Quetzal Internet Cafe,$,3.5,395,Coffee & Tea,FALSE,1234 Polk St,94109,Nob Hill
Tea Plus,2541 San Bruno Ave,Tea Plus,$,3,147,Bubble Tea,FALSE,2541 San Bruno Ave,94134,
Street Taco,1607 Haight St,Street Taco,$,4,582,Mexican,FALSE,1607 Haight St,94117,Haight Ashbury
Sushi Toni,733 Bush St,Sushi Toni,$$,4,618,Sushi Bars,FALSE,733 Bush St,94108,Nob Hill
Antonelli Brothers Meat Fish &,3585 California St,Antonelli's Meat Fish & Poultry,$$$,4,65,Seafood Markets,FALSE,3585 California St,94118,Presidio Heights
Causwells,2346 Chestnut St,Causwells,$$,4,743,American (New),FALSE,2346 Chestnut St,94123,Marina
Holy Kitchen,4166 24th St,Holy Kitchen,$$,4,240,Indian,TRUE,4166 24th St,94114,Noe Valley
Deliboard,1058 Folsom St,Deli Board,$$,4.5,1313,Delis,FALSE,1058 Folsom St,94103,South of Market
San Tung #2,1033 Irving St,San Tung 2,$$,4,493,Chinese,TRUE,1033 Irving St,94122,
Alva Kava,901 Divisadero St,Kava Lounge SF,$$,4.5,120,Lounges,FALSE,901 Divisadero St,94115,Western Addition
The Willows,1582 Folsom St,The Willows,$$,3.5,254,Comfort Food,FALSE,1582 Folsom St,94103,
Lush Gelato,1817 Polk St,Lush Gelato,$,4.5,218,Gelato,FALSE,1817 Polk St,94109,Russian Hill
Golden Horse Restaurant,1060 Hyde St,Golden Horse Restaurant,$,3.5,176,Chinese,FALSE,1060 Hyde St,94109,
Ramen Yamadaya,1728 Buchanan St,Ramen Yamadaya,$$,3.5,1423,Ramen,FALSE,1728 Buchanan St,94115,Japantown
Que Huong Vietnamese Deli,2138 Irving St,Que Huong Vietnamese Deli,$,3.5,156,Vietnamese,FALSE,2138 Irving St,94122,Sunset/Parkside
Cafe La Flore I,1032 Clement St,Cafe La Flore,$,4,365,Sandwiches,FALSE,1032 Clement St,94118,
Fresh Brew Coffee,882 Bush St,Fresh Brew Coffee,$,4.5,567,Coffee & Tea,FALSE,882 Bush St,94108,
Poc-Chuc Restaurant,2886 16th St,Poc-Chuc,$$,4.5,536,Latin American,FALSE,2886 16th St,94103,
Blue Fin Sushi & Lounge,1814 Clement St,Blue Fin Sushi & Lounge,$$,3.5,573,Sushi Bars,FALSE,1814 Clement St,94121,Outer Richmond
Jack In The Box,2739 Taylor St,Jack in the Box,$,3,28,Fast Food,FALSE,2739 Taylor St,94133,North Beach
Sunset Reservoir Brewing Co,1735 Noriega St,Sunset Reservoir Brewing Company,$$,3.5,622,American (Traditional),FALSE,1735 Noriega St,94122,
Bun Mee,650 Market St,Bun Mee,$,3.5,590,Vietnamese,FALSE,650 Market St,94104,Financial District/South Beach
House Of Thai 2,494 Haight St,House of Thai 2,$$,3.5,292,Thai,FALSE,494 Haight St,94117,
Javalencia Cafe,920 Valencia St,Javalencia Cafe,$,3,111,Coffee & Tea,FALSE,920 Valencia St,94110,Mission
Javalencia Cafe,1594 Market St,Javalencia Cafe,$,3.5,55,Coffee & Tea,FALSE,1594 Market St,94102,Hayes Valley
Union Larder,1945 Hyde St,Union Larder,$$,4,138,Wine Bars,FALSE,1945 Hyde St,94109,Russian Hill
Pizzahacker,3299 Mission St,Pizzahacker,$$,4,332,Pizza,FALSE,3299 Mission St,94110,
Sprig Cafe,77 Beale St,Sprig Cafe,$$,3,8,Cafes,FALSE,77 Beale St,94105,Financial District/South Beach
Uno Dos Taco,595 Market St,Uno Dos Tacos,$,4,766,Mexican,FALSE,595 Market St,94105,
Schroeder's,240 Front St,Schroeder's,$$,3.5,475,Pubs,FALSE,240 Front St,94111,
Tender,854 Geary St,Tender,$$,4.5,85,Wine Bars,FALSE,854 Geary St,94109,
Abv,3174 16th St,ABV,$$,4,587,Cocktail Bars,FALSE,3174 16th St,94103,Mission
Diamond Cafe,751 Diamond St,Diamond Cafe,$$,4.5,135,Cafes,FALSE,751 Diamond St,94114,
Caffe Sapore,790 Lombard St,Caffe Sapore,$,4,304,Sandwiches,FALSE,790 Lombard St,94133,
Phat Philly,3388 24th St,Phat Philly,$$,4,1015,Sandwiches,FALSE,3388 24th St,94110,
Golden Era Vegan Restaurant,395 Golden Gate Ave,Golden Era Vegan Restaurant,$$,4.5,637,Vegan,FALSE,395 Golden Gate Ave,94102,Tenderloin
New Cheung Hing Restaurant,2339 Noriega St,Cheung Hing,$,4,653,Chinese,FALSE,2339 Noriega St,94122,
Eight Am,1323 Columbus Ave,Eight AM,$$,4.5,1280,American (New),FALSE,1323 Columbus Ave,94133,Russian Hill
The Holding Company,2 Embarcadero Ctr,Holding Company,No record in Yelp,4,2,Bars,TRUE,2 Embarcadero Ctr,94111,
The Clay Pot House,1000 Clement St,The Claypot House,$$,3.5,162,Chinese,FALSE,1000 Clement St,94118,Inner Richmond
Belly Burgers,5740 Geary Blvd,Belly,$,4,385,Burgers,FALSE,5740 Geary Blvd,94121,
Hot Pot Island,5512 Geary Blvd,Boiling Hot Pot,$$,4.5,873,Hot Pot,FALSE,5512 Geary Blvd,94121,Outer Richmond
4505 Burgers And Bbq,705 Divisadero St,4505 Burgers & BBQ,$$,3.5,1551,Barbeque,FALSE,705 Divisadero St,94117,
Monsieur Benjamin,451 Gough St,Monsieur Benjamin,$$$,4,917,French,FALSE,451 Gough St,94102,Hayes Valley
Perilla,510 Mission St,Perilla,$$,3.5,566,Vietnamese,FALSE,510 Mission St,94105,
Breakfast At Tiffany's,2499 San Bruno Ave,Breakfast at Tiffany's,$$,4,876,Diners,FALSE,2499 San Bruno Ave,94134,
Chang's Kitchen,1030 Irving St,Chang's Kitchen,$$,4,552,Chinese,FALSE,1030 Irving St,94122,
Cobb's Comedy Club,915 Columbus Ave,Cobb's Comedy Club,$$,3.5,1051,Comedy Clubs,FALSE,915 Columbus Ave,94133,
Tu Kim's Cafe,609 Ellis St,Tu Kim Coffee Shop,$,4,13,Restaurants,FALSE,609 Ellis St,94109,
Birba,458 Grove St,Birba,$$,4.5,113,Wine Bars,FALSE,458 Grove St,94102,Hayes Valley
Red Door Coffee,505 Howard St,Red Door Coffee,$,4,75,Coffee & Tea,FALSE,505 Howard St,94105,Financial District/South Beach
Arang Restaurant,1506 Fillmore St,Arang Restaurant,$$,3.5,618,Korean,FALSE,1506 Fillmore St,94115,
Basik Cafe,1958 Polk St,Basik Cafe,$$,4,434,Juice Bars & Smoothies,FALSE,1958 Polk St,94109,Russian Hill
The Crepe House,1755 Polk St,The Crepe House,$$,4,680,Creperies,FALSE,1755 Polk St,94109,
Paprika,3324 24th St,Paprika,$$,4.5,401,Czech,FALSE,3324 24th St,94110,
San Francisco Athletic Club,1750 Divisadero St,San Francisco Athletic Club,$$,4,234,Sports Bars,FALSE,1750 Divisadero St,94115,
Hawthorn,46 Geary St,Hawthorn,$$,4,370,Cocktail Bars,FALSE,46 Geary St,94108,Financial District/South Beach
Oyaji Restaurant,3123 Clement St,New Oyaji Restaurant,$$,4,164,Sushi Bars,FALSE,3123 Clement St,94121,
Puccini & Pinetti,129 Ellis St,Puccini & Pinetti,$$,3.5,1085,Italian,FALSE,129 Ellis St,94102,
Restaurant Eiji,317 Sanchez St,Eiji,$$,4,1075,Sushi Bars,FALSE,317 Sanchez St,94114,Castro/Upper Market
Goodfellas Pizzeria & Grill,377 Bay St,GoodFella's Pizzeria & Grill,$$,3.5,256,Pizza,FALSE,377 Bay St,94133,North Beach
Twisted Donuts And Coffee,1243 Noriega St,Twisted Donuts and Coffee,$,4,444,Donuts,FALSE,1243 Noriega St,94122,
